,title,year,doi
250,assessment of fibrosis by transient elastography compared with liver biopsy and morphometry in chronic liver diseases,2008,10.1016/j.cgh.2008.02.038
251,computer-assisted evaluation of microleakage after apical resection with laser and conventional techniques,2008,10.1007/s10103-007-0497-z
252,differentiation between classic and atypical meningiomas with use of diffusion tensor imaging,2008,10.3174/ajnr.A1170
253,cell population tracking and lineage construction with spatiotemporal context,2008,10.1016/j.media.2008.06.001
254,differences in extra-cellular matrix and myocyte homeostasis between the neonatal right ventricle in hypoplastic left heart syndrome and truncus arteriosus,2008,10.1016/j.ejcts.2008.06.037
255,combined assessment of metabolic and volumetric changes for assessment of tumor response in patients with soft-tissue sarcomas,2008,10.2967/jnumed.108.053694
256,visualization of microscopy-based spectral imaging data from multi-label tissue sections,2008,10.1002/0471142727.mb1419s84
257,incremental lines in root cementum of human teeth: an approach to their role in age estimation using polarizing microscopy,2008,10.4103/0970-9290.44536
258,the intrinsic shape of human and macaque primary visual cortex,2008,10.1093/cercor/bhn016
259,advanced imaging findings and computer-assisted surgery of suspected synovial chondromatosis in the temporomandibular joint,2008,10.1002/jmri.21581
260,"non-invasive, label-free cell counting and quantitative analysis of adherent cells using digital holography",2008,10.1111/j.1365-2818.2008.02095.x
261,improving ivus palpography by incorporation of motion compensation based on block matching and optical flow,2008,10.1109/TUFFC.947
262,ir spectral imaging for histopathological characterization of xenografted human colon carcinomas,2008,10.1021/ac801191x
263,"irinophore c, a novel nanoformulation of irinotecan, alters tumor vascular function and enhances the distribution of 5-fluorouracil and doxorubicin",2008,10.1158/1078-0432.CCR-08-0736
264,quantitative dimensions of histopathological attributes and status of gstm1-gstt1 in oral submucous fibrosis,2008,10.1016/j.tice.2008.04.003
265,performance evaluation and relevance of the cellavision dm96 system in routine analysis and in patients with malignant hematological diseases,2008,10.1111/j.1751-553X.2007.00996.x
266,a novel method for analyzing dsce-images with an application to tumor grading,2008,10.1097/RLI.0b013e3181893605
267,the impact of image dynamic range on texture classification of brain white matter,2008,10.1186/1471-2342-8-18
268,metrically measuring liver biopsy: a chronic hepatitis b and c computer-aided morphologic description,2008,10.3748/wjg.14.7335
269,transition zone and anterior stromal prostate cancers: zone of origin and intraprostatic patterns of spread at histopathology,2009,10.1002/pros.20859
270,image-based finite element modeling of alveolar epithelial cell injury during airway reopening,2009,10.1152/japplphysiol.90688.2008
271,tissue microarray analysis of 560 patients with colorectal adenocarcinoma: high expression of hur predicts poor survival,2009,10.1245/s10434-008-0209-3
272,an innovative methodology for the automated morphometric and quantitative estimation of liver steatosis,2009,10.14670/HH-24.49
273,prostate cancer: apparent diffusion coefficient map with t2-weighted images for detection--a multireader study,2009,10.1148/radiol.2501080207
274,detection of hepatocellular carcinoma in patients with cirrhosis: added value of coronal reformations from isotropic voxels with 64-mdct,2009,10.2214/AJR.07.3652
275,characterization of retrieved orthodontic miniscrew implants,2009,10.1016/j.ajodo.2008.06.019
276,development of the mandibular condylar cartilage in human specimens of 10-15 weeks' gestation,2009,10.1111/j.1469-7580.2008.01009.x
277,isosurface-based generation of hulls encompassing neuronal pathways,2009,10.1159/000195720
278,using acetowhite opacity index for detecting cervical intraepithelial neoplasia,2009,10.1117/1.3079810
279,microstructure and mineral composition of dystrophic calcification associated with the idiopathic inflammatory myopathies,2009,10.1186/ar2841
281,prognostic significance of morphometric parameters of nucleoli and nuclei of invasive ductal breast carcinomas,2009,
285,new automated image analysis method for the assessment of ki-67 labeling index in meningiomas,2009,10.2478/v10042-008-0098-0
286,mn-doped near-infrared quantum dots as multimodal targeted probes for pancreatic cancer imaging,2009,10.1088/0957-4484/20/1/015102
287,comet assay measurements: a perspective,2009,10.1007/s10565-007-9043-9
288,can automated blood film analysis replace the manual differential? an evaluation of the cellavision dm96 automated image analysis system,2009,10.1111/j.1751-553X.2007.01002.x
289,structural asymmetries in the infant language and sensori-motor networks,2009,10.1093/cercor/bhn097
290,differentiation between glioblastomas and solitary brain metastases using diffusion tensor imaging,2009,10.1016/j.neuroimage.2008.09.027
291,comparative analysis of methods for accurate recognition of cells through nuclei staining of ki-67 in neuroblastoma and estrogen/progesterone status staining in breast cancer,2009,
292,the performance of computer-aided detection when analyzing prior mammograms of newly detected breast cancers with special focus on the time interval from initial imaging to detection,2009,10.1016/j.ejrad.2007.11.038
293,primary cardiac lymphoma: molecular cytogenetic characterization of a rare entity,2009,10.1016/j.carpath.2008.01.002
294,effects of the brain-derived neurotrophic growth factor val66met variation on hippocampus morphology in bipolar disorder,2009,10.1038/npp.2008.107
295,histopathologic analysis of sixteen autopsy cases of chronic hypersensitivity pneumonitis and comparison with idiopathic pulmonary fibrosis/usual interstitial pneumonia,2009,10.1309/AJCPNWX4SLZRP9SW
296,automated detection and analysis of fluorescent in situ hybridization spots depicted in digital microscopic images of pap-smear specimens,2009,10.1117/1.3081545
297,the color(s) of human hair--forensic hair analysis with spectracube,2009,10.1016/j.forsciint.2008.12.018
298,architectonic mapping of the medial region of the human orbitofrontal cortex by density profiles,2009,10.1016/j.neuroscience.2009.01.036
299,power doppler sonography: anything to add to bi-rads us in solid breast masses?,2009,10.1016/j.ejrad.2007.12.007
300,automated objective scoring of histologically apparent cartilage degeneration using a custom image analysis program,2009,10.1002/jor.20779
301,assessment of hepatic steatosis: comparison of quantitative and semiquantitative methods in 108 liver biopsies,2009,10.1111/j.1478-3231.2008.01874.x
302,diffusion tensor and tensor metrics imaging in intracranial epidermoid cysts,2009,10.1002/jmri.21686
303,sonographic elastography combined with conventional sonography: how much is it helpful for diagnostic performance?,2009,10.7863/jum.2009.28.4.413
304,karyometry: correction algorithm for differences in staining,2009,
305,advances in cardiovascular fluid mechanics: bench to bedside,2009,10.1111/j.1749-6632.2008.04320.x
307,epithelial-to-mesenchymal transition in the development and progression of adenocarcinoma and squamous cell carcinoma of the lung,2009,10.1038/modpathol.2009.19
308,reduction of susceptibility-induced signal losses in multi-gradient-echo images: application to improved visualization of the subthalamic nucleus,2009,10.1016/j.neuroimage.2009.01.018
309,head and neck hemangiopericytomas: diagnostic contradictions,2009,10.1097/SCS.0b013e3181a28a2e
310,the lip: a histologic and analytical approach of relevance to esthetic plastic surgery,2009,10.1097/scs.0b013e3181a14cfb
311,detection of masses and calcifications by soft-copy reading: comparison of two postprocessing algorithms for full-field digital mammography,2009,10.1007/s11604-009-0315-6
312,automated identification of tumor microscopic morphology based on macroscopically measured scatter signatures,2009,10.1117/1.3155512
313,atrophy patterns in histologic vs clinical groupings of frontotemporal lobar degeneration,2009,10.1212/WNL.0b013e3181a55fa2
314,"edema control by cediranib, a vascular endothelial growth factor receptor-targeted kinase inhibitor, prolongs survival despite persistent brain tumor growth in mice",2009,10.1200/JCO.2008.19.9356
315,the dynamic interaction of water with four dental impression materials during cure,2009,10.1111/j.1532-849X.2008.00423.x
316,in vivo reflectance confocal microscopy of erythematosquamous skin diseases,2009,10.1111/j.1600-0625.2008.00822.x
317,young coconut juice significantly reduces histopathological changes in the brain that are induced by hormonal imbalance: a possible implication to postmenopausal women,2009,10.14670/HH-24.667
318,sonography of plantar warts: role in diagnosis and treatment,2009,10.7863/jum.2009.28.6.787
319,image analysis and automatic classification of transformed foci,2009,10.1111/j.1365-2818.2009.03171.x
320,assessment of colorectal cancer prognosis through nuclear morphometry,2009,10.1016/j.jss.2008.06.022
321,brain classification reveals the right cerebellum as the best biomarker of dyslexia,2009,10.1186/1471-2202-10-67
322,"histologic grade in penile squamous cell carcinoma: visual estimation versus digital measurement of proportions of grades, adverse prognosis with any proportion of grade 3 and correlation of a gleason-like system with nodal metastasis",2009,10.1097/PAS.0b013e31819aa4c9
323,diffusion-weighted imaging of mucinous carcinoma of the breast: evaluation of apparent diffusion coefficient and signal intensity in correlation with histologic findings,2009,10.2214/AJR.08.1670
324,structures of three distinct activator-tfiid complexes,2009,10.1101/gad.1790709
325,assessment of microcirculatory influence on cellular morphology in human burn wound healing using reflectance-mode-confocal microscopy,2009,10.1111/j.1524-475X.2009.00516.x
326,"fibro-c-index: comprehensive, morphology-based quantification of liver fibrosis using second harmonic generation and two-photon microscopy",2009,10.1117/1.3183811
